vacc_id,vacc_name,vacc_vocab,p1,p2,p3,p4,p5,p6,m1,m2,m3,m4,m5,m6
523287,"DTaP-HepB-IPV (diphtheria and tetanus toxoids and acellular pertussis adsorbed, hepatitis B (recombinant) and inactivated poliovirus vaccine combined) Injectable Suspension",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,hepatitis b recombinant,
523288,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension [PEDIARIX]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
523287,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injectable Suspension",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
40156525,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19034102,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [PEDIARIX]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
523289,"acellular pertussis vaccine 0.058 MG / diphtheria toxoid vaccine 25 UNT / hepatitis B surface antigen vaccine 0.01 MG / poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT / tetanus toxoid vaccine 10 UNT per 0.5 ML Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
40156522,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Injectable Suspension [PEDIARIX]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19133448,DTaP-IPV (diphtheria and tetanus toxoids and acellular pertussis adsorbed and inactivated poliovirus vaccine) 0.5 ML Injection,RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
523289,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
40156527,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe [PEDIARIX]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19133448,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
523290,"PEDIARIX DTaP-HepB-IPV (Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed, Hepatitis B (Recombinant) and Inactivated Poliovirus Vaccine) 0.5 ML Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,hepatitis b recombinant,
19133449,"acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML [Kinrix]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
523290,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / hepatitis B surface antigen vaccine 0.02 MG/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [PEDIARIX]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,hepatitis b,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19133450,KINRIX DTaP-IPV (Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine) 0.5 ML Injection,RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19133450,"0.5 ML Bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.05 MG/ML / Bordetella pertussis pertactin vaccine, inactivated 0.016 MG/ML / Bordetella pertussis toxoid vaccine, inactivated 0.05 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Injection [Kinrix]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,,poliovirus inactivated,,
40156658,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19133451,"acellular pertussis vaccine 0.058 MG / diphtheria toxoid vaccine 25 UNT / poliovirus vaccine inactivated, type 1 (Mahoney) 40 UNT / poliovirus vaccine inactivated, type 2 (MEF-1) 8 UNT / poliovirus vaccine inactivated, type 3 (Saukett) 32 UNT / tetanus toxoid vaccine 10 UNT per 0.5 ML Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19133451,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
40156660,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated Prefilled Syringe [Kinrix]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19133452,KINRIX DTaP-IPV (Diphtheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine) 0.5 ML Prefilled Syringe,RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
19133452,"0.5 ML acellular pertussis vaccine, inactivated 0.116 MG/ML / diphtheria toxoid vaccine, inactivated 50 UNT/ML / poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML / tetanus toxoid vaccine, inactivated 20 UNT/ML Prefilled Syringe [Kinrix]",RxNorm,diphtheria,tetanus,pertussis,poliovirus,,,diphtheria toxoid,tetanus toxoid,acellular pertussis,poliovirus inactivated,,
766231,Pfizer-Biontech Covid-19 Vaccine Administration - First Dose (Deprecated) | [Therapeutic or Preventive Procedure],CPT4,covid-19,,,,,,,,,,,
766231,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]) vaccine, mrna-lnp, spike protein, preservative free, 30 mcg/0.3ml dosage, diluent reconstituted; first dose",CPT4,covid-19,,,,,,covid-19 mRNA,,,,,
766232,Pfizer-Biontech Covid-19 Vaccine Administration - Second Dose (Deprecated) | [Therapeutic or Preventive Procedure],CPT4,covid-19,,,,,,,,,,,
766232,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]) vaccine, mrna-lnp, spike protein, preservative free, 30 mcg/0.3ml dosage, diluent reconstituted; second dose",CPT4,covid-19,,,,,,covid-19 mRNA,,,,,
759433,"Administration of coronavirus vaccine 1, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759436,"Administration of coronavirus vaccine 2, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
766233,Moderna Covid-19 Vaccine Administration - First Dose (Deprecated) | [Therapeutic or Preventive Procedure],CPT4,covid-19,,,,,,,,,,,
759434,"Administration of coronavirus vaccine 1, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
766236,AstraZeneca Covid-19 Vaccine Administration - First Dose (Deprecated) | [Therapeutic or Preventive Procedure],CPT4,covid-19,,,,,,,,,,,
766233,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]) vaccine, mrna-lnp, spike protein, preservative free, 100 mcg/0.5ml dosage; first dose",CPT4,covid-19,,,,,,covid-19 mRNA,,,,,
766237,AstraZeneca Covid-19 Vaccine Administration - Second Dose (Deprecated) | [Therapeutic or Preventive Procedure],CPT4,covid-19,,,,,,,,,,,
759440,"Administration of coronavirus vaccine 3, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
766234,Moderna Covid-19 Vaccine Administration - Second Dose (Deprecated) | [Therapeutic or Preventive Procedure],CPT4,covid-19,,,,,,,,,,,
759441,"Administration of coronavirus vaccine 3, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
766235,Janssen Covid-19 Vaccine Administration (Deprecated) | [Therapeutic or Preventive Procedure],CPT4,covid-19,,,,,,,,,,,
766234,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]) vaccine, mrna-lnp, spike protein, preservative free, 100 mcg/0.5ml dosage; second dose",CPT4,covid-19,,,,,,covid-19 mRNA,,,,,
759442,"Administration of coronavirus vaccine 4, dose 2 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759435,"Administration of coronavirus vaccine 2, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759444,"Administration of coronavirus vaccine 4, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759443,"Administration of coronavirus vaccine 4, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759726,"Administration of coronavirus vaccine 6, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759447,"Administration of coronavirus vaccine 7, dose 1 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759428,"Administration of coronavirus vaccine 5, dose 1 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759430,"Administration of coronavirus vaccine 6, dose 1 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759431,"Administration of coronavirus vaccine 6, dose 2 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759448,"Administration of coronavirus vaccine 7, dose 2 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759449,"Administration of coronavirus vaccine 7, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759725,"Administration of coronavirus vaccine 6, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759429,"Administration of coronavirus vaccine 5, dose 2 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759727,"Administration of coronavirus vaccine 7, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759445,"Administration of coronavirus vaccine 5, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759728,"Administration of coronavirus vaccine 8, dose 1 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759446,"Administration of coronavirus vaccine 5, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759729,"Administration of coronavirus vaccine 8, dose 2 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759450,"Administration of coronavirus vaccine 8, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759451,"Administration of coronavirus vaccine 8, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759454,"Administration of coronavirus vaccine 9, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759452,"Administration of coronavirus vaccine 9, dose 1 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759456,"Administration of coronavirus vaccine 10, dose 1 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759453,"Administration of coronavirus vaccine 9, dose 2 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759457,"Administration of coronavirus vaccine 10, dose 2 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759455,"Administration of coronavirus vaccine 9, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759458,"Administration of coronavirus vaccine 10, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759459,"Administration of coronavirus vaccine 10, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759460,"Administration of coronavirus vaccine 11, dose 1 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759461,"Administration of coronavirus vaccine 11, dose 2 | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759462,"Administration of coronavirus vaccine 11, booster | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
759463,"Administration of coronavirus vaccine 11, reserved | [Therapeutic or Preventive Procedure]",CPT4,covid-19,,,,,,,,,,,
766238,Pfizer-Biontech Covid-19 Vaccine (Deprecated) | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
766238,"Severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]) vaccine, mrna-lnp, spike protein, preservative free, 30 mcg/0.3ml dosage, diluent reconstituted, for intramuscular use",CPT4,covid-19,,,,,,covid-19 mRNA,,,,,
766238,"Severe acute respiratory syndrome coronavirus 2 (SARSCoV-2) (coronavirus disease [COVID-19]) vaccine, mRNALNP, spike protein, preservative free, 30 mcg/0.3mL dosage, diluent reconstituted, for intramuscular use",CPT4,covid-19,,,,,,covid-19 mRNA,,,,,
766239,Moderna Covid-19 Vaccine (Deprecated) | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
766239,"Severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]) vaccine, mrna-lnp, spike protein, preservative free, 100 mcg/0.5ml dosage, for intramuscular use",CPT4,covid-19,,,,,,covid-19 mRNA,,,,,
766239,"Severe acute respiratory syndrome coronavirus 2 (SARSCoV-2) (coronavirus disease [COVID-19]) vaccine, mRNALNP, spike protein, preservative free, 100 mcg/0.5mL dosage, for intramuscular use",CPT4,covid-19,,,,,,covid-19 mRNA,,,,,
766240,AstraZeneca Covid-19 Vaccine (Deprecated) | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
766240,"Severe acute respiratory syndrome coronavirus 2 (SARSCoV-2) (coronavirus disease [COVID-19]) vaccine, DNA, spike protein, chimpanzee adenovirus Oxford 1 (ChAdOx1) vector, preservative free, 5x1010 viral particles/0.5mL dosage, for intramuscular use",CPT4,covid-19,,,,,adenovirus,covid-19 vector,,,,,
766241,Janssen Covid-19 Vaccine (Deprecated) | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
766241,"Severe acute respiratory syndrome coronavirus 2 (SARSCoV-2) (coronavirus disease [COVID-19]) vaccine, DNA, spike protein, adenovirus type 26 (Ad26) vector, preservative free, 5x1010 viral particles/0.5mL dosage, for intramuscular use",CPT4,covid-19,,,,,adenovirus,covid-19 vector,,,,,
759735,Coronavirus vaccine 5 | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
759736,Coronavirus vaccine 6 | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
759737,Coronavirus vaccine 7 | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
759738,Coronavirus vaccine 8 | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
759694,Coronavirus vaccine 9 | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
759695,Coronavirus vaccine 10 | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
759696,Coronavirus vaccine 11 | [Pharmacologic Substance],CPT4,covid-19,,,,,,,,,,,
